stage,stage_name,day in stage,trial,A1o,A1c,A2o,A2c,A3o,A3c,A4o,A4c,action,reward
3,LEDs1,10,82.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,LEDs1,10,83.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,LEDs1,10,84.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,LEDs1,10,85.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,LEDs1,10,86.0,1,1,0,0,-1,-1,-1,-1,2.0,0.0
3,LEDs1,10,87.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,LEDs1,10,88.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,LEDs1,10,89.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,LEDs1,10,90.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,LEDs1,10,91.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,LEDs1,10,92.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,LEDs1,10,93.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,LEDs1,10,94.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,LEDs1,10,95.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,LEDs1,10,96.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,LEDs1,10,97.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,LEDs1,10,98.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,LEDs1,10,99.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
3,LEDs1,10,100.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,LEDs1,10,101.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,LEDs1,10,23.0,-1,-1,-1,-1,-1,-1,-1,-1,,
